,user_id,actual,recomendations
1178,1549,"[ 1037863   845208   923746  1133018   983078   988572 12731544  1131344
  1038745   984715   998373   895166  1022254   969419   831517  5592931
   874563  1023958  1004390   854852   896862   910439  1106523  1087411
  1043590   850925 13002975  1068719   945909   944526 12330274   844165
   993638   835300   871756   934639  6533765   887428  1081177   969205
   969866   965138   830775   840601  1037337  1068292  1002459  1076056
   878996   988693]","[1037863, 845208, 923746, 1133018, 983078]"
1179,1550,"[7169088 1085138  909638 1119454  924427 1093490  887661  845868  897953
 1135460  893501 1065507  880579 1114604 1019883  839656  934172  825753
  927291 1090621  893400 1083328 1079228 1134810  837644 1115098 1013807
 1093697 1134483 1115175  844441  856252  919534  993512  869577  993617
  882604  951197 7166866  999639  960253  990688  855138  915617 1019011
  906844 1127701 1053931 1043494 1012913]","[7169088, 1085138, 909638, 1119454, 924427]"
1180,1552,"[  916122   844179   961554  1058404   840361  1030182   935393   873627
   866211  1105301   965766   865705   845622   999858   857503  1004906
   913785 12301109   868423  1051211   847186   990797   871909  1118281
   944466  1136257  1030981  1075214   995916   885406  1014802   898068
   947316   954673   865511   878996  1074754   954994  1042438  1027168
  1116020   962991  1068719   893400  1045586   902172   863885   959931
   869577  9835509]","[916122, 844179, 961554, 1058404, 840361]"
1181,1555,"[ 1026118  1028816  1137688   848071  1051516  1005456  1023720   906017
  1042697   996028   970030   854852   933637  1098248  7168890   872021
   878996   930603   895268  1081177  1027372   898958   892998   901666
   901062   825753  1083328  1046262  5578547 13842090  1083846   836286
  1006342   862826  6633302  1135258   943858  1120085   891954  1105488
  1128333   897165  1045228   989985   903800   831628  1114251   949023
   942278   903325]","[1026118, 1028816, 1137688, 848071, 1051516]"
1182,1556,"[ 1053690   916122  1133018  1106523  1081177   866211   878996   961554
  1004906  1026118   840361  1085604  1063207  1108092  1135768   933637
   908531  1085476  1076056  1044078  9420336  1092026   854852  5569230
  1029968   968932   844179   916381  8090521   902094  1058554  1028816
  1023720 10285144  1136257  1068719  5568378  1110572  1009128  5569327
   850841   866871   879755  1129609   897165   962568   917816  1067954
   982469   834103]","[1053690, 916122, 1133018, 1106523, 1081177]"
1183,1557,"[12262832   849098  5567194  1133018  6533912   821083   952781   962266
  9836353   847207   917816 12385844  5995597  1076056 10456226   929751
  1023720  1126870   877447  8015407  1027090   830941   882109  1041688
   954778   878611  1127179  6513713  5570467   915905   823194   956127
   961803   977166  1009368   933637  7169034  7409785   969419   989411
  1053329  1081177  8181555  1039081  1119761   835004  1028816  1052079
 13008091  1040511]","[12262832, 849098, 5567194, 1133018, 6533912]"
1184,1558,"[ 1016709   913052  9487885   898466  9707240  1031906   940947  5582712
   887474   882604  9333437  1137775   827578  1040807   883003   916122
   971922  9296919  1043751   963339   904129  8119004   952408  9859219
 12672980   972665  1007512  1028995  5569230   916758  1070105  1087102
  1054567  1089954   980943  1130763  5565356  1077490  1088429   925766
  1018740  1133745   905436  5591520   957063   823721  1011459   949742
   826597   912739]","[1016709, 913052, 9487885, 898466, 9707240]"
1185,1559,"[  844179   916122   910032   823704  5569230   999858  1004906   899624
 12810393   862799   914190  1020581   879504   833025  5569471  9245106
   936594  1101010   919534  1043751   951197   999270  1094955   865528
   933835  1044078   840361   874972   951590  1055503  1099164   951821
   961554  1101173   859075   883003   844818  8065410   883932  1094107
   990797  1042907  9527290   962568  1046545   995896  1056005  5568378
   982790   870547]","[844179, 916122, 910032, 823704, 5569230]"
1186,1560,"[ 1133018  1106523   951590 12518330   866211   878996   854852   841266
   910032  5569230  1051211  1004906  1121603  1046689   857006  1024306
  1101010  1102067   985699   933637   919681  1010582   942525   891141
  1037863   996087  1105488  1117514   885697   845208  1023720  1081177
   844179   883932   910439  1043663   900697  1098407  1087411  1098248
   912171   965267   847962  7154535  1055737  1106373  9337684  5567325
   880150   908531]","[1133018, 1106523, 951590, 12518330, 866211]"
1187,1563,"[  951590   935126  1068719  1040807   883932   965766   916122   913785
   972665   869150   844179  1100972  9296919   934399  1064380  1004906
  1006184   995876   865528   832678   980666   933835   856827  1128880
   981521   840361   885290  1081177  8065410   999858 10149640   987562
  1048918   871756   834382   995965 12810393  1122358   883003   898847
  1131488   960318   903233   819927  1135552   843259   987311  1006187
  1031906   934369]","[951590, 935126, 1068719, 1040807, 883932]"
1188,1564,"[  916122  5569230   849202  1034176  1053924  1082990  1117514   991223
 12518330 12812261  1004906   961554  1035691  1100297   963971   839243
   831628  9878513   899624  9881593   870315   897125   865178  6034857
   985999   981660   872762  1126704   925112  1065167  8119302   957951
  1048046   914577   866355   882305   954065  9676866   946995   866211
  1005456  1137688   971922   903325   823530   944137   885863   900937
   970030   994065]","[916122, 5569230, 849202, 1034176, 1053924]"
1189,1565,"[1024306  854852  986912 1027569 1023720 1116050 1005186  930118 1135834
  912704  878996 6514085 1022097  857176  921504 1137775  941198 1101959
 1007136  852856 9926758  891954 1057350 1105488 1079976  965842 1126375
  900842  862349  998444  863632  989409 1098248 1042616 1018740 1115576
 1128812  939119 1116770 1073426  996009 1090676  866211 1011926  901062
  865026  840227 1096280  991761  971807]","[1024306, 854852, 986912, 1027569, 1023720]"
1190,1566,"[ 1133018   951590   895930   863762   906017  1038217   879504  1104481
   999563  1106523  1081177   960318  1020962  1101010   883932   981521
  1004906   941658  1044078  7168286  1060312   916487   835080   892998
   845193   819255   827079 13841744  1128240  1020581   845208   913046
  1104604   844179  1019142  1013928   820923 12810393   935126   842769
  1072523   999226  1040807  1126870  1076056  1110797  9707240   852600
   890695  1023720]","[1133018, 951590, 895930, 863762, 906017]"
1191,1567,"[ 951590 5568197 7442008 1053690  870608 5569230  916381 1115098 1062863
 1109249  858102  998119 1037965  823775  857773  886395 1059902 5569845
 1004945  822178 1075175  992977 5565202  960318  837167 1085920 1057011
  902172  992933 1021324 1003487  888092  925862 9527159 1138487  840601
  838186 1105301 1120443 1081919 1106523 1068719 5568378 7168026 1070497
  882604 1069003  934399 1042438  963727]","[951590, 5568197, 7442008, 1053690, 870608]"
1192,1568,"[  840361   844179  1004906  5569230   965766   854852  1081177   916122
   866211  1068719  1133018  1106523   979707   878996  1041796   962229
  1024306   999858  1020581   974108   951590   880150  1044078   913785
   910032   873627  1036347   867188   961554   835530  8020001   832678
 12810393   883932 12301405 12301109   990797  9526410  1077555  1051211
   944534  1070497  1045586  8090537  1102067   927291   824180   908531
   902172   940947]","[840361, 844179, 1004906, 5569230, 965766]"
1193,1570,"[12518330   854852   866211  1028816  1023720   848071  1026118   878996
   961554  1051516   970030  1024306   916122  1105488   901666  1137688
  1098248  1046262   933637  1117514   903325  1081177   906017  1083846
   962568   898958  1135476  1057102  6034857   828935   925112   901062
   891954   919681   865178  1005456   860299  5578547   951412  5569230
  1076056   967205  1041031   840361   930118   922127  9677366  1009046
   996114  1095944]","[12518330, 854852, 866211, 1028816, 1023720]"
1194,1572,"[  990688   930918   916487  7168890   876624   907141   942278  1030398
  1010681   941658  8358383   999563  1121213   977854  1105478   973086
  1007959  1025468  1135460  1022340   856788   827079   858711   908636
   836286   916122   852600   878775  8357418   927382   922651   893641
  1120085  1114251  5565265 12301268  1118479  1112667  5566752  1048893
  1031447   840361   913046  5567148   966695   961554  1019883   998549
  5566674   872021]","[990688, 930918, 916487, 7168890, 876624]"
1195,1574,"[  890695  1039156   997479   951590  9677447   845193   960318   840601
  1071594  1120443   851683  1071713   856252  5569327   936924   916381
   834491   934399  1051211 13841744   881154  1040700  1031525  1048962
   877358   832335   897306   940700   913785  1037417  1021116  1106116
  1115552   867020   985911   907631  1118281   856827  5568378  1003649
  1134810  1120616  9297156   943169   935570   841228  1123720   869622
   926233   957736]","[890695, 1039156, 997479, 951590, 9677447]"
1196,1575,"[  927291 12524245   967395  1015612  1083733  1084177   888532  1046968
  1134483   891141  1101567   831937   970924  1046144   828867   951071
  1054215  1065593  1081189   990984  1126252  1075313   906844   936634
  1044805   982799 12810393   947201   924423   929472   902192  1040927
 12811532   869150   823565  1060408   882496   946839   864617   898510
   955910   903233   934172   879528  1108854  1004436   970619  1009200
  9526185   969687]","[927291, 12524245, 967395, 1015612, 1083733]"
1197,1576,"[ 878996  909894 1023720  866211  933637 1133018 1003188  961554 1054814
 1024306 1039348  891141 1024731 1105488 1068258  840361 1033214  898958
 1062002 1010582  891954  891752 1098248 1006187 1102949  988835 1071342
  857006 1048483 1023958  866871 1127179 1127328  988208  822346 1055737
  854042 1134414  901062  841228  892862  924352 1004906  831536  939965
 1022254 5591154  824915  930118  934948]","[878996, 909894, 1023720, 866211, 933637]"
1198,1577,"[  844179  5569230   910032   857503   823704  1004906   999858   916122
   862799   899624   840361   893501  1056509  1041796   914190  5569471
   883932 12301109   951590   935393  1034955   845622   833025  1042438
  1024306   999714   873902 13877192   848029   996269   879504   982790
  1105301  1110632   854852   882489   902172   961554   956599   884896
  1081177 12810391   865528  1020581   874972 12810393   898068  1103513
   963971  1068719]","[844179, 5569230, 910032, 857503, 823704]"
1199,1578,"[ 995965  909268  962568  854852 1006184  840361 1081177  857503  823709
  961554 1022254 1023720 1058997  893501  892314 1022340  862349 1024306
  916993  970119 6464086  958137  878996  847982 1114435  923746 1081189
 9268695 1098186 1076608 1127179  916487 5565265 1059236  845208 1124507
 1126899 6034857 1110142  907141  998843 1030398  999563 1040346 1042697
 1052912  992529  979707  888650  928342]","[995965, 909268, 962568, 854852, 1006184]"
1200,1579,"[  885290  1062863  5568197   981521  1121059   951590  1135552   935126
   846823  1058930   910095   953561   960318  1103629   856827  1039156
   922092  1085983  1037631  1020208  1040927  1081189   949991   927291
  1044805  1084177 12330376  6553737   843911  1137505   957736  1069003
  1096458   843111   985181 10282046  1091858   949784   871188  1119667
   965766   998556  1060312   911614   822178  1046587   969205   890749
   999104   857773]","[885290, 1062863, 5568197, 981521, 1121059]"
1201,1580,"[ 1082212   870372   849618  1139782  1006878  1009770  1098910 10282046
  1075214  1074524  1015386  1011861  1121656   972312  1090621   901067
  1091383  1077717  9420159  7409644  1096261   879008   893867   883202
   903150  1092692  6391134  1076597  1019443  1088387   935393   838319
   877455  1057377 12384177  9859112   981660  1075827   995598  8090539
  1026984   854133   842647  7410071 10150194   965530  1129421   888543
  1003158   962229]","[1082212, 870372, 849618, 1139782, 1006878]"
1202,1581,"[  890423  1112766  1015113  1134810  6602697   927658  1081710   967395
 12946027  1038038   829852   865856   853354  1036699  5996469   854754
   888233   987615  1138423   957013  1010190   893501  1116476  1038564
  1039156   876932   824005   937614  1134483  8203834   961620   936924
  9677581  1046039   987562  7139529   955687   920426  1009449  1121059
   910095  1131351  1046262  1018818   829950   970030  1087605   856715
  7155863   842140]","[890423, 1112766, 1015113, 1134810, 6602697]"
1203,1584,"[  840361  1081177   913785   854852  1081189   979707  1004906   916122
   961554   878996   965766   841228   999858   844179   927291  1068719
  1022254   901062  1065593  1040927   897954   891141   909894  1133018
   967395  1121059   999104  1015612  1023720  1024731   995965   866211
  1071342  1037863 12810393   962568  9487603  1115576   879528   934172
 12301109   985999   959985  1120443   827175  1004390  1069621   944534
  1072693  1051211]","[840361, 1081177, 913785, 854852, 1081189]"
1204,1585,"[  878996  1023720   961554   854852   908531  1024306  1077555   891954
   840361  1133018  1098248   892862   930118   866211   962568   866871
   901062  1023958   933637  1105488   890610   819594   909894  1071939
   962970  1058997  1081177   898958  1056746   845208  1001277  1127179
   862349  7024990  1009969 10285106  1026118   937413  1066725  1013641
   958729  1005186   819765  6034857  1022254   897165  6396581   871570
   869573   899459]","[878996, 1023720, 961554, 854852, 908531]"
1205,1586,"[ 1015141   981521  1065593  1126808   968687  8019716  9837807  1104205
  1004906   923746   980727  1037863 10204487  1017201  1073042   939546
  1055658   863505   895930   878667  9677202  1082141   868548   977545
  1027808  1121360  1058930   931671  1106896 12648967  1132426  6772852
   845774  1090375   999270   844179   820895  9297017  7025203  1125199
   882288  1116005   952972   928049  9487927 12262992  1134292   962568
   840361  1001272]","[1015141, 981521, 1065593, 1126808, 968687]"
1206,1587,"[ 1005186   916122  1081189   840361  1004906   831536  1065593   979707
   897954  1081177   961554  1053931   967395  9707137 12810393   909894
   969687   985999  1079987  1083328   913785  7410290  1075313  1050851
   983936   996028   844179   993617   995965   943858   859075   955910
   878996   987562   905340  1091858   891141   888532  1106301  1058686
  1133018  1126252   946839  6602697   972037   952972  1105120 12811532
  1020581   879808]","[1005186, 916122, 1081189, 840361, 1004906]"
1207,1588,"[  960253   916122  1090621  1011427  1005172  6391134  1044805   885406
  1081421   929730   979707 10282046  1129421   863351   825753  7433811
   990256  1098910  1122928  1139782  1068745  9296819   872137  1117964
  1057377 12384177   909638   857503   901067  1066069  1088387   969687
  6633210   919535  1094924   894968   963354  1013842   996009   882247
  1096099  1076597   863506   962522  1054945   840361   887393  6391330
   893867  1016302]","[960253, 916122, 1090621, 1011427, 1005172]"
1208,1590,"[  829928  6391541  1106116   861246  1104349  9522352  1043663  1096317
  1045109   960732  1040842  1106523   897088   904774  6534689  1096728
  1127470 12352190  6534406  1029624   853643  1102067   998189   962777
   822073  9677939   820923   893018  1114811  1132956   838602   982469
   887428  1017363  1024051 10457128  1135195  6533878  1057113  1076855
  1067695  9522453  1023196   911454  9802972   891118   944836   944564
   820301   879152]","[829928, 6391541, 1106116, 861246, 1104349]"
1209,1591,"[ 1074283   923670   824005   929018  1044089  1050741  1076580  6551861
   878715  1097001   880284   823790   915086   825365  5580166  6034857
  1105450   891393  1110857  5569230   972665   869573  1108094  7144131
   937413  1006438   827271  1061732  1131115   854852  1117514  1007796
  1056509   908283  9553048   944823  5571248 13672065 13008412  1098284
  9677109 10118257   835098   983959  1066776   951412  8273950  6424465
  8090532   841478]","[1074283, 923670, 824005, 929018, 1044089]"
1210,1592,"[  840361   916122   844179   909268  1135552   999858  1077490  1102185
  9835509   961554   997796   857503   995965  1068719  6633273   859610
 12810393 10456152 12301109   878611  1006184  1081177  1138487   965766
  1136257  1078763   913785  1059342  1004906  1135995  1113667   960732
   830503  1126899   923746   937928   898068   823721   917407  6513604
   819927   855356   878636   866211   859191  1101173   821083   993685
  1039672   901840]","[840361, 916122, 844179, 909268, 1135552]"
1211,1593,"[  919535   916122   979707   906844   985999  1081177   944137   908318
  1044805   874972   927291   879734  1016260   989824   844179  1046756
  1070702  1138423  1096794   839656  9526666   840361  1004906 13115894
   999858   994065   825749   930666  1101173   904105  1054215   902192
  1058214  9655676  1020581   967395  8203834  1000753   874780  1046262
   854607   887503  1037751 13506200   970030 12517450   936634   965766
 12810393   946995]","[919535, 916122, 979707, 906844, 985999]"
1212,1594,"[ 1085604   908531  1110572  5569230  8090509  1037894   861445   983584
  1053690  1076875  5568489 10285144   863802   915545   999631   879755
  8090521  7409670  1107553  5569327   827999  1085476   972312  7409664
   882305  1085256  1058554   941183   986727  1092026  6391532   991951
   859237  1108092  1037840   906262   947658  8090565  8090513  1089066
  1014948   954966  1138189  1097239  5568378   935959  1074524  1027569
  1076467   957951]","[1085604, 908531, 1110572, 5569230, 8090509]"
1213,1595,"[  878996  1024306   866211  1105488   840361   961554   854852  1023720
  1004906   965267   962568   880150   844179   948650  1010582   835098
   848029  1081177  1020581  1098248  1003188   879528  1041796   891752
  1102949   996070  1022254  1039348  1052912   901062   891954   828106
  1043751  5569230   866871  8020001  1018740   916122   910032   865178
   857006   860299  1068719 12810393   924352   944534  1133018  1128244
   923746  1102067]","[878996, 1024306, 866211, 1105488, 840361]"
1214,1596,"[  916122   999858   844179   987562 10356076  1136353   982833   914190
   999270   998008  9296919  1053690  1081177  1041928  8065410   979707
   985999  1077490  1101173   873178  1004906  1068719   865528   855138
   842140   951590   943393   870608   995965   819927  9676852   890344
   874972  1020581  1137176  1120928  1005172 12301109  1011459  1109615
 12731436  8091550   829617   840361  1066641   872137 12810393   821219
  1044078   905996]","[916122, 999858, 844179, 987562, 10356076]"
1215,1598,"[  845208   923746   840361   987562  1081177   909894   854852   962568
  1039156   951590  1068719   913785   859075  1004906  1037863  5592931
  9527494   878996   961554   847982  1131344  1133018   959985  5569471
   893501  1065593 10308345  1096036   985911   837107   980727   866211
   856252   999270   853172  9526410   871756  8203451  1044078   937614
   897306   981521  9487603   905868  1038217  1022254   846823   898068
   901062   958137]","[845208, 923746, 840361, 987562, 1081177]"
1216,1599,"[ 5981267   925579  9934800  5591103   923746   924352  6463710  7168431
  1024032  5590695  1123536  6463775  5590613 10344971   874877  1079023
  1042942   857503 12263620  1126899  7169089  5981074  5587656   900145
  5592610   950824  6443350   839419   996070  1024383  1053016   920109
  7409644   893501  6463717  1136341  1139782   873654  1013531  1043730
   920463   912817  6039859   853643  5572738  1091865   830245   975633
 12263857  9420048]","[5981267, 925579, 9934800, 5591103, 923746]"
1217,1602,"[ 987562  916122  878445  860248 1053690 1028891 1068719 1044078 1002558
 1096036 1081177 1004906  999779 1038663 1005172 5590613  917816 1038217
  859075  874972  839419 1104649 1101173  893018  859010  844179 1090884
 1103629 1022956  957063 1006184 1015785 5569172  921744 7104690 1138443
  893501  863762  849697 1128016  951590 7410168  923746 9527159 6442594
 1069003 1011876  906844 1074333 1079228]","[987562, 916122, 878445, 860248, 1053690]"
1218,1604,"[ 1095040   941033  9526624  1025628  1035880  7433888   883418  1014458
  1029684   835616   891648   886246  6979221 10284975   845774   853622
   823687   867272 10284944  6463367 10285185   958700   830887  1017201
  7167687  9420067  1042345 10457519  9837807  1083208   833458   947797
  1067749  1065941   970605 13213106  6463709  1104205   925364  1015597
  9337729  1116005  1011046 10122036   914346 12171407  1110255   871680
  9837153   821344]","[1095040, 941033, 9526624, 1025628, 1035880]"
1219,1605,"[ 878611  938849  916122  866211  913785 1039081 1058404  871909 1110843
 1118281  942792 1081177  826272  954077  882109  878996  891906  961554
 1022105  844179  843346  919766 1082212  999104  847207  997796 1013167
  885463  965766  956672  907099 6979427  933637 1127179  966684 1051211
  835004  947658 5995692 1070782  998119  979707 7441210  957736  989157
 5568729  909714 1062128 1121360  912004]","[878611, 938849, 916122, 866211, 913785]"
1220,1607,"[ 840361  878996  854852  961554  979707  913785  901062 1004906  866211
 1081177 1051211  999104  916122  965766  844179 1120362 1024306  962568
 1024731  885290  832678 1071342 1023720 1022254 1105488  867188 1045586
 1004390 1062002  862349  999858  914190  933637 9526410  854133 1005186
 1102949  871754  934172 1132789  990797  865178  960732  835530 1109014
 1068719  827919  919534 1027569 1077490]","[840361, 878996, 854852, 961554, 979707]"
1221,1609,"[  844179  1053690   868764  1044078   870547  1101173  5569230  1068719
  1038217   916122  1020581   999858  9707240   951590  1004906   874972
 12810393   899624  1034081   883932  1092026  1126895  1069979   993685
  1110292   823704   833025   966358  1139525   925178   998008  9296919
   999270   930917   965766   910032  1137346   933248   863762   982790
   923746 12302069   897306  8065410   867667  1022053  1024319  9527290
   823194   972931]","[844179, 1053690, 868764, 1044078, 870547]"
1222,1611,"[1055956  971949 1106523 1068719  923746 1048383  947797  825731 1067749
 1104205  958700  868548 6442520  851676  833458 1057315 9420067 6463709
 9837807 1015597  846830 5592931 6463792 1100490 1102927  845774 1019078
 1116005 1132036 1004906 7155759  830887 1088414 7167687 6464094 1065941
  822225 7025203 1133018  838563 1035880 1068292  908145  871680 6463464
  968687  904574  822140  845208 1037863]","[1055956, 971949, 1106523, 1068719, 923746]"
1223,1612,"[ 5565322   897088   997309  1033214  5565784   879528   891141   835476
  1082212  1102067  1039484   924423  1007269   866211  1036347  1020581
   885290   900697  1024731 12810393   934948  1097909 12518330  1102949
  1128244  1010582   878667  1015612  7432861   829955  9833277  1071556
   833724   862682   944534   824180   927265   882496   888835  1106523
  1016276  1103752  1127328   850102  8160430  1002771  9835408   825994
  6704207  7169034]","[5565322, 897088, 997309, 1033214, 5565784]"
1224,1613,"[ 866211  923746 1004906  965267  878996  840361  961554  916122  844179
 1068719  899624 1006184 1081177 5569230  962568  859075 1024306  963971
 1106523  863447  874972  833025  857503  845208 1044078  910032 6034857
  983584 1091365  896613 1063207  906262  957951  922651  852856  908531
 1105488  848029  854405  847982  882305 1071939 5585510 1007136  839419
  854852 9527290  839243 1110843  999714]","[866211, 923746, 1004906, 965267, 878996]"
1225,1614,"[  889731   909894   924352  1006184  1123536  1105623   950824   919589
  7025047   840361   860975   857503   845208  1023958   923746   847982
  1081177  1004906  1096036   893018   909268   839419   961554  1076608
  1040346   878996  1122358   962568   995965  1019142  1074333  1013572
   925579  1045121   909750  5585510  1024306 12524323  1068719  1023720
   854852  6464086   866211   990981  1019247   912914  1067606  9911484
   844179  1127179]","[889731, 909894, 924352, 1006184, 1123536]"
1226,1618,"[ 825753  986187 1123436 1083328 1012913 1109374 1121213  966695 1019011
  908636  922651  845868  927382  858711  856788  905459  902238 1135460
  878290 1099802  915617  977854  972515 1048893  935389  943858  990688
 1054945  897953  882941 5566752  835864  921197 1058068 1120085  973086
 1019883 7167865 1026209  872021  850834  845082  967760 1139782  828114
 1125943  909638  938841  970158 5996036]","[825753, 986187, 1123436, 1083328, 1012913]"
1227,1619,"[  916122  1004906 12810393  9296919  1068719  1128880  1020581   935126
   840361 12811532   838097   844179  1054215  1069334   878026   979707
  1101173   913785   980666  8065410   897954   965766   925862   999858
   985999   903233   951907   973693   823721   831125   898847   919704
   854852   833724   957839  7166791  1081177  1097422   959316  1075313
  1100972   949784   989824 13380863   952163   912902   902856   976047
   987562   995876]","[916122, 1004906, 12810393, 9296919, 1068719]"
1228,1620,"[  844179  1116770  1004906   940947   883932  1135834  1043751  1133018
   847344   971807  1018740 12731714  1020581  1056509   951590  1070076
   865026  8065410  1101010  1070702   865528  1040807 12810393   944534
   926206   959316   874972   869344   834129  1068719   951561  1077555
  1006414  1031087  1133629  1007512   848029 13877192   863447  1051283
  1132771  1138677   933060   819978  1036249   941198  1101174   819255
  1042907  1137775]","[844179, 1116770, 1004906, 940947, 883932]"
1229,1621,"[ 1028816  1026118   848071   854852  1051516  1098248   878996  1083846
  1023720  7024990   962568   901666  1009046  1137688  1024306   903325
  1057102  1055504   848471   930118   891954   866871  6548453  1117514
   819594  1105488  1046262   961554   895268   962266   933637   970030
   898958   951412   968695  1095944   866211   824303   919681   900802
   849809  1135476   901062  1005898  1098844   930603 10457590  1119405
  1103096   892862]","[1028816, 1026118, 848071, 854852, 1051516]"
1230,1622,"[ 1106523  1133018   925862  1081177   923746   895166  1037863  1072523
   830775   869660  1106116   887428   845208   831517   963727   854852
   844165   934639   965766   840601  1102067   926307   827919   998373
   879755   834103   839818   878996  1044188  1004390   940700  1096317
   951590  1006878  1042697   821083   969205   892018   872755  1087411
  1076056  6633273  1022254  1068719   997796  1044078 12330274   840361
   981877   921763]","[1106523, 1133018, 925862, 1081177, 923746]"
1231,1623,"[  878222  1005172  1065061   827578   874972   826597   890695  9926758
  8119004   940947  1112238  1096794  8019681  1011427   921438 12731436
  5582712   885290   927291  1070702   829617  1058214 12262778 12672980
 12349795  1016260  1081189  8119103  1091858   968072   951176   908318
   912840   822517   950982   820486   986912   916909   989824   961979
   893651   843911  1033214   936741   974204   979707   923149   986869
  7104690   999250]","[878222, 1005172, 1065061, 827578, 874972]"
1232,1624,"[ 9420312  1065593   967395   861973 13381584  6553737   988116   893501
   883670  9526448   898867  1083733  1012284  1072693   883202   839188
  1036501   853998   842392  9487927  1059236   840361   820291  1046144
  1070272  1011920  1039156  1053690 12524690 12524245   868764   869024
  8203451   984575   849100   829722  1090884  1051901   881391   910777
   968391  1074594 12673243  1096036   965430  1138353   947292  8019765
   882305   963226]","[9420312, 1065593, 967395, 861973, 13381584]"
1233,1625,"[ 878996  840361  979707  961554  991874  862349 1058997 9296856  854852
  916122  944836 1014948  970119 8293343  947326  962568 1096317 6602729
  901062  985999  991747  843756  856435 1022254  859427  856345 1081177
  839656 6034857 1115175  995965 1108152  861821  897954 5565356  819594
 7024990 1039156  951412  834158  970202 8293385  891961  970030 1094767
  990656  996028 1002178  990762 1136257]","[878996, 840361, 979707, 961554, 991874]"
1234,1627,"[ 854852  944836 1012284  916122 1119405 7024990 1028816 1046262  951412
  961554  970030  887102 1126899  985999 6633210 9835509  828935  923789
  909714  880427 1036347 1002178 1137688  901062 1055504  910207  995478
  865178  904148 1050238 1005274 1046756 1130581 1026118 1011926  925112
 6633342  907099  970202 1070538 1101706  903325  891961  837864 1071277
 1048257 1009128  821083 1058997 1128938]","[854852, 944836, 1012284, 916122, 1119405]"
1235,1629,"[  866211   961554   840361   878996   916122  1081177  1004906   844179
   854852  1068719  1023720  1024306  1003188  1106523   951590   857503
   933637   845208  1006184  1133018  5569230  1027569   923746  1042438
   913785   962568  1105488  1127179 12810393   898068   893018   909894
 12301109   859075   965766   901062   910032   995965   908531   847982
   930917   903325  1044078  1051211   930118   897125   965267   865178
   979707  6034857]","[866211, 961554, 840361, 878996, 916122]"
1236,1630,"[  951590   883932   910032  1040807  1122115   925862  1024306  5566309
  1128244   863447  1036249   832678   865528   981521   837304   871756
  1041796   823704   972665   934948  1100972   891632   935126  1132771
   934399  1024319  1068708  1135834   835098   844179   841220   854852
   999714   996087   845208  1101010   932949   874972  1113285  1092937
  1106373   898068   885290   902172  1116376 10149640   879504   955587
  1068719   899624]","[951590, 883932, 910032, 1040807, 1122115]"
1237,1631,"[  951590  1081177  1004906   933835   913785  1068719   909894  1040807
   840361   960318   866211  1133018  1005186   819978   844179 12810393
  1081189   916122   885290   854852   865528   979707   819927   988791
   859075  1122358   878996  1121059  1064380   900697   891141  1031906
   874972   968072   834129  1106073   995876   883003   879528  1044078
  1049788   838097   883932   940947   835530  1096036   880150   987562
  1040935   965766]","[951590, 1081177, 1004906, 933835, 913785]"
1238,1632,"[ 7410215  6602697  1005186  5587938   831536  1081189  9707137  1037863
  1022254   853553  7410290  1110843   948832   954077   826272   983936
   885463   848970   878996   949991  1129610  1023958   838010   926065
   855488   907128  9296804  5995596  1097280  1081421   909894  1054945
   960791   841228   992529   943858   905868   828588   931608  1019443
  1089986   863351   995311 12946027   825494   921836   835004   840361
  1077540   835595]","[7410215, 6602697, 1005186, 5587938, 831536]"
1239,1633,"[1110572 1037840 5569230  983584 8090521  887691 8090509  904375 1085604
 1118946 9526313  983673 1016800  926905  850102  895295  872702  865891
  829291 5568661 1132956 1059080 1037894  880579 1110244 1097001 1041476
  881608 5568489 8090537 1090931 1082990  936634 9526666  945779 6391532
  879734 1102416 1137346  897671 1130777  871514  950615 5995215  998433
  885795  986727  957951  879755 1073150]","[1110572, 1037840, 5569230, 983584, 8090521]"
1240,1634,"[1028715 1125391  878290 1037751  911311 1099802  912860  902238  822517
 1139569 9419268 1011427 1026209 1137342 1135460  908636 5995177  905459
  846202  954424  897953 1087754 1070727  966695  882941 9419198 1139023
  935389 1129610 1109374  915617 1138677  927382  856788 7167860 7167865
  996009  986869 1058068  967144  921197  972515  840732 1117964 7167837
  969687  843911 1066251 1051882  857176]","[1028715, 1125391, 878290, 1037751, 911311]"
1241,1635,"[1128647  870927  902192 5995180  881608  890695 1130946 1081177 1041476
  936634 1009200 9526313 1044511  887691 1003836  865891 1106523  872702
 1133018 9526666  968057  845193  916122 1113588  969687 1005861  840361
 1044078 1022795  945779  822517  904375 5569230 1070716 8090521 1076056
  835788  918733  889779 8090537 1012873  844179 1011427 1094562 1016260
 1053690 1100533 1037751  955910 5995215]","[1128647, 870927, 902192, 5995180, 881608]"
1242,1637,"[1004906  916122 1068719  840361  923746 1081177 1106523  844179  866211
  878996 1044078  979707 1136257  854852  961554  845208  899624  833025
 1133018  859075 1101173  913785  874972  916381  863447  962568  963971
 1053690  897954  908318 1037863 5569230 1049788  857503  880150  987562
 1059902 1014948 1042697 1024306 5585510  893018  965267 1077490  965766
  985999  824005  925862 1006184  972931]","[1004906, 916122, 1068719, 840361, 923746]"
